gutenberg_id,text
84,"experimentalist, I should advise you to apply to every branch of natural"
84,"philosophy, including mathematics.”"
84,
84,He then took me into his laboratory and explained to me the uses of his
84,"various machines, instructing me as to what I ought to procure and"
84,promising me the use of his own when I should have advanced far enough in
84,the science not to derange their mechanism. He also gave me the list of
84,"books which I had requested, and I took my leave."
84,
84,Thus ended a day memorable to me; it decided my future destiny.
84,
84,
84,
84,
84,Chapter 4
84,
84,
84,"From this day natural philosophy, and particularly chemistry, in the"
84,"most comprehensive sense of the term, became nearly my sole occupation."
84,"I read with ardour those works, so full of genius and discrimination,"
84,which modern inquirers have written on these subjects. I attended the
84,lectures and cultivated the acquaintance of the men of science of the
84,"university, and I found even in M. Krempe a great deal of sound sense"
84,"and real information, combined, it is true, with a repulsive"
84,"physiognomy and manners, but not on that account the less valuable. In"
84,M. Waldman I found a true friend. His gentleness was never tinged by
84,"dogmatism, and his instructions were given with an air of frankness and"
84,good nature that banished every idea of pedantry. In a thousand ways
84,he smoothed for me the path of knowledge and made the most abstruse
84,inquiries clear and facile to my apprehension. My application was at
84,first fluctuating and uncertain; it gained strength as I proceeded and
84,soon became so ardent and eager that the stars often disappeared in the
84,light of morning whilst I was yet engaged in my laboratory.
84,
84,"As I applied so closely, it may be easily conceived that my progress"
84,"was rapid. My ardour was indeed the astonishment of the students, and"
84,"my proficiency that of the masters. Professor Krempe often asked me,"
84,"with a sly smile, how Cornelius Agrippa went on, whilst M. Waldman"
84,expressed the most heartfelt exultation in my progress. Two years
84,"passed in this manner, during which I paid no visit to Geneva, but was"
84,"engaged, heart and soul, in the pursuit of some discoveries which I"
84,hoped to make. None but those who have experienced them can conceive
84,of the enticements of science. In other studies you go as far as
84,"others have gone before you, and there is nothing more to know; but in"
84,a scientific pursuit there is continual food for discovery and wonder.
84,A mind of moderate capacity which closely pursues one study must
84,"infallibly arrive at great proficiency in that study; and I, who"
84,continually sought the attainment of one object of pursuit and was
84,"solely wrapped up in this, improved so rapidly that at the end of two"
84,years I made some discoveries in the improvement of some chemical
84,"instruments, which procured me great esteem and admiration at the"
84,university. When I had arrived at this point and had become as well
84,acquainted with the theory and practice of natural philosophy as
84,"depended on the lessons of any of the professors at Ingolstadt, my"
84,"residence there being no longer conducive to my improvements, I thought"
84,"of returning to my friends and my native town, when an incident"
84,happened that protracted my stay.
84,
84,One of the phenomena which had peculiarly attracted my attention was
84,"the structure of the human frame, and, indeed, any animal endued with"
84,"life. Whence, I often asked myself, did the principle of life proceed?"
84,"It was a bold question, and one which has ever been considered as a"
84,mystery; yet with how many things are we upon the brink of becoming
84,"acquainted, if cowardice or carelessness did not restrain our"
84,inquiries. I revolved these circumstances in my mind and determined
84,thenceforth to apply myself more particularly to those branches of
84,natural philosophy which relate to physiology. Unless I had been
84,"animated by an almost supernatural enthusiasm, my application to this"
84,study would have been irksome and almost intolerable. To examine the
84,"causes of life, we must first have recourse to death. I became"
84,"acquainted with the science of anatomy, but this was not sufficient; I"
84,must also observe the natural decay and corruption of the human body.
84,In my education my father had taken the greatest precautions that my
84,mind should be impressed with no supernatural horrors. I do not ever
84,remember to have trembled at a tale of superstition or to have feared
84,"the apparition of a spirit. Darkness had no effect upon my fancy, and"
84,a churchyard was to me merely the receptacle of bodies deprived of
84,"life, which, from being the seat of beauty and strength, had become"
84,food for the worm. Now I was led to examine the cause and progress of
84,this decay and forced to spend days and nights in vaults and
84,charnel-houses. My attention was fixed upon every object the most
84,insupportable to the delicacy of the human feelings. I saw how the
84,fine form of man was degraded and wasted; I beheld the corruption of
84,death succeed to the blooming cheek of life; I saw how the worm
84,"inherited the wonders of the eye and brain. I paused, examining and"
84,"analysing all the minutiae of causation, as exemplified in the change"
84,"from life to death, and death to life, until from the midst of this"
84,darkness a sudden light broke in upon me—a light so brilliant and
84,"wondrous, yet so simple, that while I became dizzy with the immensity"
84,"of the prospect which it illustrated, I was surprised that among so"
84,many men of genius who had directed their inquiries towards the same
84,"science, that I alone should be reserved to discover so astonishing a"
84,secret.
84,
84,"Remember, I am not recording the vision of a madman. The sun does not"
84,more certainly shine in the heavens than that which I now affirm is
84,"true. Some miracle might have produced it, yet the stages of the"
84,discovery were distinct and probable. After days and nights of
84,"incredible labour and fatigue, I succeeded in discovering the cause of"
84,"generation and life; nay, more, I became myself capable of bestowing"
84,animation upon lifeless matter.
84,
84,The astonishment which I had at first experienced on this discovery
84,soon gave place to delight and rapture. After so much time spent in
84,"painful labour, to arrive at once at the summit of my desires was the"
84,most gratifying consummation of my toils. But this discovery was so
84,great and overwhelming that all the steps by which I had been
84,"progressively led to it were obliterated, and I beheld only the result."
84,What had been the study and desire of the wisest men since the creation
84,"of the world was now within my grasp. Not that, like a magic scene, it"
84,all opened upon me at once: the information I had obtained was of a
84,nature rather to direct my endeavours so soon as I should point them
84,towards the object of my search than to exhibit that object already
84,accomplished. I was like the Arabian who had been buried with the dead
84,"and found a passage to life, aided only by one glimmering and seemingly"
84,ineffectual light.
84,
84,I see by your eagerness and the wonder and hope which your eyes
84,"express, my friend, that you expect to be informed of the secret with"
84,which I am acquainted; that cannot be; listen patiently until the end
84,"of my story, and you will easily perceive why I am reserved upon that"
84,"subject. I will not lead you on, unguarded and ardent as I then was,"
84,"to your destruction and infallible misery. Learn from me, if not by my"
84,"precepts, at least by my example, how dangerous is the acquirement of"
84,knowledge and how much happier that man is who believes his native town
84,"to be the world, than he who aspires to become greater than his nature"
84,will allow.
84,
84,"When I found so astonishing a power placed within my hands, I hesitated"
84,a long time concerning the manner in which I should employ it.
84,"Although I possessed the capacity of bestowing animation, yet to"
84,"prepare a frame for the reception of it, with all its intricacies of"
84,"fibres, muscles, and veins, still remained a work of inconceivable"
84,difficulty and labour. I doubted at first whether I should attempt the
84,"creation of a being like myself, or one of simpler organization; but my"
84,imagination was too much exalted by my first success to permit me to
84,doubt of my ability to give life to an animal as complex and wonderful
84,as man. The materials at present within my command hardly appeared
84,"adequate to so arduous an undertaking, but I doubted not that I should"
84,ultimately succeed. I prepared myself for a multitude of reverses; my
84,"operations might be incessantly baffled, and at last my work be"
84,"imperfect, yet when I considered the improvement which every day takes"
84,"place in science and mechanics, I was encouraged to hope my present"
84,attempts would at least lay the foundations of future success. Nor
84,could I consider the magnitude and complexity of my plan as any
84,argument of its impracticability. It was with these feelings that I
84,began the creation of a human being. As the minuteness of the parts
84,"formed a great hindrance to my speed, I resolved, contrary to my first"
84,"intention, to make the being of a gigantic stature, that is to say,"
84,"about eight feet in height, and proportionably large. After having"
84,formed this determination and having spent some months in successfully
84,"collecting and arranging my materials, I began."
84,
84,"No one can conceive the variety of feelings which bore me onwards, like"
84,"a hurricane, in the first enthusiasm of success. Life and death"
84,"appeared to me ideal bounds, which I should first break through, and"
84,pour a torrent of light into our dark world. A new species would bless
84,me as its creator and source; many happy and excellent natures would
84,owe their being to me. No father could claim the gratitude of his
84,child so completely as I should deserve theirs. Pursuing these
84,"reflections, I thought that if I could bestow animation upon lifeless"
84,"matter, I might in process of time (although I now found it impossible)"
84,renew life where death had apparently devoted the body to corruption.
84,
84,"These thoughts supported my spirits, while I pursued my undertaking"
84,"with unremitting ardour. My cheek had grown pale with study, and my"
84,"person had become emaciated with confinement. Sometimes, on the very"
84,"brink of certainty, I failed; yet still I clung to the hope which the"
84,next day or the next hour might realise. One secret which I alone
84,possessed was the hope to which I had dedicated myself; and the moon
84,"gazed on my midnight labours, while, with unrelaxed and breathless"
84,"eagerness, I pursued nature to her hiding-places. Who shall conceive"
84,the horrors of my secret toil as I dabbled among the unhallowed damps
84,of the grave or tortured the living animal to animate the lifeless
84,"clay? My limbs now tremble, and my eyes swim with the remembrance; but"
84,then a resistless and almost frantic impulse urged me forward; I seemed
84,to have lost all soul or sensation but for this one pursuit. It was
84,"indeed but a passing trance, that only made me feel with renewed"
84,"acuteness so soon as, the unnatural stimulus ceasing to operate, I had"
84,returned to my old habits. I collected bones from charnel-houses and
84,"disturbed, with profane fingers, the tremendous secrets of the human"
84,"frame. In a solitary chamber, or rather cell, at the top of the house,"
84,"and separated from all the other apartments by a gallery and staircase,"
84,I kept my workshop of filthy creation; my eyeballs were starting from
84,their sockets in attending to the details of my employment. The
84,dissecting room and the slaughter-house furnished many of my materials;
84,"and often did my human nature turn with loathing from my occupation,"
84,"whilst, still urged on by an eagerness which perpetually increased, I"
84,brought my work near to a conclusion.
84,
84,"The summer months passed while I was thus engaged, heart and soul, in"
84,one pursuit. It was a most beautiful season; never did the fields
84,bestow a more plentiful harvest or the vines yield a more luxuriant
84,"vintage, but my eyes were insensible to the charms of nature. And the"
84,same feelings which made me neglect the scenes around me caused me also
84,"to forget those friends who were so many miles absent, and whom I had"
84,"not seen for so long a time. I knew my silence disquieted them, and I"
84,well remembered the words of my father: “I know that while you are
84,"pleased with yourself you will think of us with affection, and we shall"
84,hear regularly from you. You must pardon me if I regard any
84,interruption in your correspondence as a proof that your other duties
84,are equally neglected.”
84,
84,"I knew well therefore what would be my father’s feelings, but I could"
84,"not tear my thoughts from my employment, loathsome in itself, but which"
84,"had taken an irresistible hold of my imagination. I wished, as it"
84,"were, to procrastinate all that related to my feelings of affection"
84,"until the great object, which swallowed up every habit of my nature,"
84,should be completed.
84,
84,I then thought that my father would be unjust if he ascribed my neglect
84,"to vice or faultiness on my part, but I am now convinced that he was"
84,justified in conceiving that I should not be altogether free from
84,blame. A human being in perfection ought always to preserve a calm and
84,peaceful mind and never to allow passion or a transitory desire to
84,disturb his tranquillity. I do not think that the pursuit of knowledge
84,is an exception to this rule. If the study to which you apply yourself
84,has a tendency to weaken your affections and to destroy your taste for
84,"those simple pleasures in which no alloy can possibly mix, then that"
84,"study is certainly unlawful, that is to say, not befitting the human"
84,mind. If this rule were always observed; if no man allowed any pursuit
84,whatsoever to interfere with the tranquillity of his domestic
84,"affections, Greece had not been enslaved, Cæsar would have spared his"
84,"country, America would have been discovered more gradually, and the"
84,empires of Mexico and Peru had not been destroyed.
84,
84,But I forget that I am moralizing in the most interesting part of my
84,"tale, and your looks remind me to proceed."
84,
84,My father made no reproach in his letters and only took notice of my
84,silence by inquiring into my occupations more particularly than before.
84,"Winter, spring, and summer passed away during my labours; but I did not"
84,watch the blossom or the expanding leaves—sights which before always
84,yielded me supreme delight—so deeply was I engrossed in my
84,occupation. The leaves of that year had withered before my work drew near
84,"to a close, and now every day showed me more plainly how well I had"
84,"succeeded. But my enthusiasm was checked by my anxiety, and I appeared"
84,"rather like one doomed by slavery to toil in the mines, or any other"
84,unwholesome trade than an artist occupied by his favourite employment.
84,"Every night I was oppressed by a slow fever, and I became nervous to a most"
84,"painful degree; the fall of a leaf startled me, and I shunned my fellow"
84,creatures as if I had been guilty of a crime. Sometimes I grew alarmed at
84,the wreck I perceived that I had become; the energy of my purpose alone
84,"sustained me: my labours would soon end, and I believed that exercise and"
84,amusement would then drive away incipient disease; and I promised myself
84,both of these when my creation should be complete.
84,
84,
84,
84,
84,Chapter 5
84,
84,
84,It was on a dreary night of November that I beheld the accomplishment
84,"of my toils. With an anxiety that almost amounted to agony, I"
84,"collected the instruments of life around me, that I might infuse a"
84,spark of being into the lifeless thing that lay at my feet. It was
84,already one in the morning; the rain pattered dismally against the
84,"panes, and my candle was nearly burnt out, when, by the glimmer of the"
84,"half-extinguished light, I saw the dull yellow eye of the creature"
84,"open; it breathed hard, and a convulsive motion agitated its limbs."
84,
84,"How can I describe my emotions at this catastrophe, or how delineate"
84,the wretch whom with such infinite pains and care I had endeavoured to
84,"form? His limbs were in proportion, and I had selected his features as"
84,beautiful. Beautiful! Great God! His yellow skin scarcely covered
84,the work of muscles and arteries beneath; his hair was of a lustrous
84,"black, and flowing; his teeth of a pearly whiteness; but these"
84,"luxuriances only formed a more horrid contrast with his watery eyes,"
84,that seemed almost of the same colour as the dun-white sockets in which
84,"they were set, his shrivelled complexion and straight black lips."
84,
84,The different accidents of life are not so changeable as the feelings
84,"of human nature. I had worked hard for nearly two years, for the sole"
84,purpose of infusing life into an inanimate body. For this I had
84,deprived myself of rest and health. I had desired it with an ardour
84,"that far exceeded moderation; but now that I had finished, the beauty"
84,"of the dream vanished, and breathless horror and disgust filled my"
84,"heart. Unable to endure the aspect of the being I had created, I"
84,rushed out of the room and continued a long time traversing my
84,"bed-chamber, unable to compose my mind to sleep. At length lassitude"
84,"succeeded to the tumult I had before endured, and I threw myself on the"
84,"bed in my clothes, endeavouring to seek a few moments of forgetfulness."
84,"But it was in vain; I slept, indeed, but I was disturbed by the wildest"
84,"dreams. I thought I saw Elizabeth, in the bloom of health, walking in"
84,"the streets of Ingolstadt. Delighted and surprised, I embraced her,"
84,"but as I imprinted the first kiss on her lips, they became livid with"
84,"the hue of death; her features appeared to change, and I thought that I"
84,held the corpse of my dead mother in my arms; a shroud enveloped her
84,"form, and I saw the grave-worms crawling in the folds of the flannel."
84,"I started from my sleep with horror; a cold dew covered my forehead, my"
84,"teeth chattered, and every limb became convulsed; when, by the dim and"
84,"yellow light of the moon, as it forced its way through the window"
84,"shutters, I beheld the wretch—the miserable monster whom I had"
84,"created. He held up the curtain of the bed; and his eyes, if eyes they"
84,"may be called, were fixed on me. His jaws opened, and he muttered some"
84,"inarticulate sounds, while a grin wrinkled his cheeks. He might have"
84,"spoken, but I did not hear; one hand was stretched out, seemingly to"
84,"detain me, but I escaped and rushed downstairs. I took refuge in the"
84,"courtyard belonging to the house which I inhabited, where I remained"
84,"during the rest of the night, walking up and down in the greatest"
84,"agitation, listening attentively, catching and fearing each sound as if"
84,it were to announce the approach of the demoniacal corpse to which I
84,had so miserably given life.
84,
84,Oh! No mortal could support the horror of that countenance. A mummy
84,again endued with animation could not be so hideous as that wretch. I
84,"had gazed on him while unfinished; he was ugly then, but when those"
84,"muscles and joints were rendered capable of motion, it became a thing"
84,such as even Dante could not have conceived.
84,
84,I passed the night wretchedly. Sometimes my pulse beat so quickly and
84,"hardly that I felt the palpitation of every artery; at others, I nearly"
84,sank to the ground through languor and extreme weakness. Mingled with
84,"this horror, I felt the bitterness of disappointment; dreams that had"
84,been my food and pleasant rest for so long a space were now become a
84,"hell to me; and the change was so rapid, the overthrow so complete!"
84,
84,"Morning, dismal and wet, at length dawned and discovered to my"
84,"sleepless and aching eyes the church of Ingolstadt, its white steeple"
84,"and clock, which indicated the sixth hour. The porter opened the gates"
84,"of the court, which had that night been my asylum, and I issued into"
84,"the streets, pacing them with quick steps, as if I sought to avoid the"
84,wretch whom I feared every turning of the street would present to my
84,"view. I did not dare return to the apartment which I inhabited, but"
84,"felt impelled to hurry on, although drenched by the rain which poured"
84,from a black and comfortless sky.
84,
84,"I continued walking in this manner for some time, endeavouring by"
84,bodily exercise to ease the load that weighed upon my mind. I
84,traversed the streets without any clear conception of where I was or
84,"what I was doing. My heart palpitated in the sickness of fear, and I"
84,"hurried on with irregular steps, not daring to look about me:"
84, 
84," Like one who, on a lonely road,"
84," Doth walk in fear and dread,"
84," And, having once turned round, walks on,"
84, And turns no more his head;
84, Because he knows a frightful fiend
84, Doth close behind him tread.
84, 
84, [Coleridge’s “Ancient Mariner.”]
84,
84,
84,
84,"Continuing thus, I came at length opposite to the inn at which the various"
84,"diligences and carriages usually stopped. Here I paused, I knew not why;"
84,but I remained some minutes with my eyes fixed on a coach that was coming
84,towards me from the other end of the street. As it drew nearer I observed
84,"that it was the Swiss diligence; it stopped just where I was standing, and"
84,"on the door being opened, I perceived Henry Clerval, who, on seeing me,"
84,"instantly sprung out. “My dear Frankenstein,” exclaimed he,"
84,“how glad I am to see you! How fortunate that you should be here at
84,the very moment of my alighting!”
84,
84,Nothing could equal my delight on seeing Clerval; his presence brought back
84,"to my thoughts my father, Elizabeth, and all those scenes of home so dear"
84,"to my recollection. I grasped his hand, and in a moment forgot my horror"
84,"and misfortune; I felt suddenly, and for the first time during many months,"
84,"calm and serene joy. I welcomed my friend, therefore, in the most cordial"
84,"manner, and we walked towards my college. Clerval continued talking for"
84,some time about our mutual friends and his own good fortune in being
84,"permitted to come to Ingolstadt. “You may easily believe,” said"
84,"he, “how great was the difficulty to persuade my father that all"
84,necessary knowledge was not comprised in the noble art of book-keeping;
84,"and, indeed, I believe I left him incredulous to the last, for his constant"
84,answer to my unwearied entreaties was the same as that of the Dutch
84,schoolmaster in The Vicar of Wakefield: ‘I have ten thousand florins
84,"a year without Greek, I eat heartily without Greek.’ But his"
84,"affection for me at length overcame his dislike of learning, and he has"
84,permitted me to undertake a voyage of discovery to the land of
84,knowledge.”
84,
84,“It gives me the greatest delight to see you; but tell me how you left
84,"my father, brothers, and Elizabeth.”"
84,
84,"“Very well, and very happy, only a little uneasy that they hear from"
84,"you so seldom. By the by, I mean to lecture you a little upon their"
84,"account myself. But, my dear Frankenstein,” continued he, stopping"
84,"short and gazing full in my face, “I did not before remark how very ill"
84,you appear; so thin and pale; you look as if you had been watching for
84,several nights.”
84,
84,“You have guessed right; I have lately been so deeply engaged in one
84,"occupation that I have not allowed myself sufficient rest, as you see;"
84,"but I hope, I sincerely hope, that all these employments are now at an"
84,end and that I am at length free.”
84,
84,"I trembled excessively; I could not endure to think of, and far less to"
84,"allude to, the occurrences of the preceding night. I walked with a"
84,"quick pace, and we soon arrived at my college. I then reflected, and"
84,"the thought made me shiver, that the creature whom I had left in my"
84,"apartment might still be there, alive and walking about. I dreaded to"
84,"behold this monster, but I feared still more that Henry should see him."
84,"Entreating him, therefore, to remain a few minutes at the bottom of the"
84,"stairs, I darted up towards my own room. My hand was already on the"
84,"lock of the door before I recollected myself. I then paused, and a"
84,"cold shivering came over me. I threw the door forcibly open, as"
84,children are accustomed to do when they expect a spectre to stand in
84,waiting for them on the other side; but nothing appeared. I stepped
84,"fearfully in: the apartment was empty, and my bedroom was also freed"
84,from its hideous guest. I could hardly believe that so great a good
84,"fortune could have befallen me, but when I became assured that my enemy"
84,"had indeed fled, I clapped my hands for joy and ran down to Clerval."
84,
84,"We ascended into my room, and the servant presently brought breakfast;"
84,but I was unable to contain myself. It was not joy only that possessed
84,"me; I felt my flesh tingle with excess of sensitiveness, and my pulse"
84,beat rapidly. I was unable to remain for a single instant in the same
84,"place; I jumped over the chairs, clapped my hands, and laughed aloud."
84,"Clerval at first attributed my unusual spirits to joy on his arrival,"
84,"but when he observed me more attentively, he saw a wildness in my eyes"
84,"for which he could not account, and my loud, unrestrained, heartless"
84,laughter frightened and astonished him.
84,
84,"“My dear Victor,” cried he, “what, for God’s sake,"
84,is the matter? Do not laugh in that manner. How ill you are! What is the
84,cause of all this?”
84,
84,"“Do not ask me,” cried I, putting my hands before my eyes, for I"
84,thought I saw the dreaded spectre glide into the room; “_he_ can
84,"tell. Oh, save me! Save me!” I imagined that the monster seized me;"
84,I struggled furiously and fell down in a fit.
84,
84,"Poor Clerval! What must have been his feelings? A meeting, which he"
84,"anticipated with such joy, so strangely turned to bitterness. But I"
84,"was not the witness of his grief, for I was lifeless and did not"
84,"recover my senses for a long, long time."
84,
84,This was the commencement of a nervous fever which confined me for
84,several months. During all that time Henry was my only nurse. I
84,"afterwards learned that, knowing my father’s advanced age and unfitness"
84,"for so long a journey, and how wretched my sickness would make"
84,"Elizabeth, he spared them this grief by concealing the extent of my"
84,disorder. He knew that I could not have a more kind and attentive
84,"nurse than himself; and, firm in the hope he felt of my recovery, he"
84,"did not doubt that, instead of doing harm, he performed the kindest"
84,action that he could towards them.
84,
84,"But I was in reality very ill, and surely nothing but the unbounded and"
84,unremitting attentions of my friend could have restored me to life.
84,The form of the monster on whom I had bestowed existence was for ever
84,"before my eyes, and I raved incessantly concerning him. Doubtless my"
84,words surprised Henry; he at first believed them to be the wanderings
84,"of my disturbed imagination, but the pertinacity with which I"
84,continually recurred to the same subject persuaded him that my disorder
84,indeed owed its origin to some uncommon and terrible event.
84,
84,"By very slow degrees, and with frequent relapses that alarmed and"
84,"grieved my friend, I recovered. I remember the first time I became"
84,"capable of observing outward objects with any kind of pleasure, I"
84,perceived that the fallen leaves had disappeared and that the young
84,buds were shooting forth from the trees that shaded my window. It was
84,"a divine spring, and the season contributed greatly to my"
84,convalescence. I felt also sentiments of joy and affection revive in
84,"my bosom; my gloom disappeared, and in a short time I became as"
84,cheerful as before I was attacked by the fatal passion.
84,
84,"“Dearest Clerval,” exclaimed I, “how kind, how very good"
84,"you are to me. This whole winter, instead of being spent in study, as you"
84,"promised yourself, has been consumed in my sick room. How shall I ever"
84,repay you? I feel the greatest remorse for the disappointment of which I
84,"have been the occasion, but you will forgive me.”"
84,
84,"“You will repay me entirely if you do not discompose yourself, but get"
84,"well as fast as you can; and since you appear in such good spirits, I"
84,"may speak to you on one subject, may I not?”"
84,
84,I trembled. One subject! What could it be? Could he allude to an object on
84,whom I dared not even think?
84,
84,"“Compose yourself,” said Clerval, who observed my change of"
84,"colour, “I will not mention it if it agitates you; but your father"
84,and cousin would be very happy if they received a letter from you in your
84,own handwriting. They hardly know how ill you have been and are uneasy at
84,your long silence.”
84,
84,"“Is that all, my dear Henry? How could you suppose that my first"
84,"thought would not fly towards those dear, dear friends whom I love and"
84,who are so deserving of my love?”
84,
84,"“If this is your present temper, my friend, you will perhaps be glad"
84,to see a letter that has been lying here some days for you; it is from
84,"your cousin, I believe.”"
84,
84,
84,
84,
84,Chapter 6
84,
84,
84,Clerval then put the following letter into my hands. It was from my
84,own Elizabeth:
84,
84,"“My dearest Cousin,"
84,
84,"“You have been ill, very ill, and even the constant letters of dear"
84,kind Henry are not sufficient to reassure me on your account. You are
84,"forbidden to write—to hold a pen; yet one word from you, dear Victor,"
84,is necessary to calm our apprehensions. For a long time I have thought
84,"that each post would bring this line, and my persuasions have"
84,restrained my uncle from undertaking a journey to Ingolstadt. I have
84,prevented his encountering the inconveniences and perhaps dangers of so
84,"long a journey, yet how often have I regretted not being able to"
84,perform it myself! I figure to myself that the task of attending on
84,"your sickbed has devolved on some mercenary old nurse, who could never"
84,guess your wishes nor minister to them with the care and affection of
84,your poor cousin. Yet that is over now: Clerval writes that indeed
84,you are getting better. I eagerly hope that you will confirm this
84,intelligence soon in your own handwriting.
84,
84,"“Get well—and return to us. You will find a happy, cheerful home and"
84,"friends who love you dearly. Your father’s health is vigorous, and he"
84,"asks but to see you, but to be assured that you are well; and not a"
84,care will ever cloud his benevolent countenance. How pleased you would
84,be to remark the improvement of our Ernest! He is now sixteen and full
84,of activity and spirit. He is desirous to be a true Swiss and to enter
84,"into foreign service, but we cannot part with him, at least until his"
84,elder brother returns to us. My uncle is not pleased with the idea of
84,"a military career in a distant country, but Ernest never had your"
84,powers of application. He looks upon study as an odious fetter; his
84,"time is spent in the open air, climbing the hills or rowing on the"
84,lake. I fear that he will become an idler unless we yield the point
84,and permit him to enter on the profession which he has selected.
84,
84,"“Little alteration, except the growth of our dear children, has taken"
84,place since you left us. The blue lake and snow-clad mountains—they
84,never change; and I think our placid home and our contented hearts are
84,regulated by the same immutable laws. My trifling occupations take up
84,"my time and amuse me, and I am rewarded for any exertions by seeing"
84,"none but happy, kind faces around me. Since you left us, but one"
84,change has taken place in our little household. Do you remember on
84,what occasion Justine Moritz entered our family? Probably you do not;
84,"I will relate her history, therefore in a few words. Madame Moritz,"
84,"her mother, was a widow with four children, of whom Justine was the"
84,"third. This girl had always been the favourite of her father, but"
84,"through a strange perversity, her mother could not endure her, and"
84,"after the death of M. Moritz, treated her very ill. My aunt observed"
84,"this, and when Justine was twelve years of age, prevailed on her mother"
84,to allow her to live at our house. The republican institutions of our
84,country have produced simpler and happier manners than those which
84,prevail in the great monarchies that surround it. Hence there is less
84,distinction between the several classes of its inhabitants; and the
84,"lower orders, being neither so poor nor so despised, their manners are"
84,more refined and moral. A servant in Geneva does not mean the same
84,"thing as a servant in France and England. Justine, thus received in"
84,"our family, learned the duties of a servant, a condition which, in our"
84,"fortunate country, does not include the idea of ignorance and a"
84,sacrifice of the dignity of a human being.
84,
84,"“Justine, you may remember, was a great favourite of yours; and I"
84,"recollect you once remarked that if you were in an ill humour, one"
84,"glance from Justine could dissipate it, for the same reason that"
84,Ariosto gives concerning the beauty of Angelica—she looked so
84,"frank-hearted and happy. My aunt conceived a great attachment for her,"
84,by which she was induced to give her an education superior to that
84,which she had at first intended. This benefit was fully repaid;
84,Justine was the most grateful little creature in the world: I do not
84,"mean that she made any professions I never heard one pass her lips, but"
84,you could see by her eyes that she almost adored her protectress.
84,"Although her disposition was gay and in many respects inconsiderate,"
84,yet she paid the greatest attention to every gesture of my aunt. She
84,thought her the model of all excellence and endeavoured to imitate her
84,"phraseology and manners, so that even now she often reminds me of her."
84,
84,“When my dearest aunt died every one was too much occupied in their own
84,"grief to notice poor Justine, who had attended her during her illness"
84,with the most anxious affection. Poor Justine was very ill; but other
84,trials were reserved for her.
84,
84,"“One by one, her brothers and sister died; and her mother, with the"
84,"exception of her neglected daughter, was left childless. The"
84,conscience of the woman was troubled; she began to think that the
84,deaths of her favourites was a judgement from heaven to chastise her
84,partiality. She was a Roman Catholic; and I believe her confessor
84,"confirmed the idea which she had conceived. Accordingly, a few months"
84,"after your departure for Ingolstadt, Justine was called home by her"
84,repentant mother. Poor girl! She wept when she quitted our house; she
84,was much altered since the death of my aunt; grief had given softness
84,"and a winning mildness to her manners, which had before been remarkable"
84,for vivacity. Nor was her residence at her mother’s house of a nature
84,to restore her gaiety. The poor woman was very vacillating in her
84,"repentance. She sometimes begged Justine to forgive her unkindness,"
84,but much oftener accused her of having caused the deaths of her
84,brothers and sister. Perpetual fretting at length threw Madame Moritz
84,"into a decline, which at first increased her irritability, but she is"
84,"now at peace for ever. She died on the first approach of cold weather,"
84,at the beginning of this last winter. Justine has just returned to us;
84,"and I assure you I love her tenderly. She is very clever and gentle,"
84,"and extremely pretty; as I mentioned before, her mien and her"
84,expression continually remind me of my dear aunt.
84,
84,"“I must say also a few words to you, my dear cousin, of little darling"
84,"William. I wish you could see him; he is very tall of his age, with"
84,"sweet laughing blue eyes, dark eyelashes, and curling hair. When he"
84,"smiles, two little dimples appear on each cheek, which are rosy with"
84,"health. He has already had one or two little _wives,_ but Louisa Biron"
84,"is his favourite, a pretty little girl of five years of age."
84,
84,"“Now, dear Victor, I dare say you wish to be indulged in a little"
84,gossip concerning the good people of Geneva. The pretty Miss Mansfield
84,has already received the congratulatory visits on her approaching
84,"marriage with a young Englishman, John Melbourne, Esq. Her ugly"
84,"sister, Manon, married M. Duvillard, the rich banker, last autumn. Your"
84,"favourite schoolfellow, Louis Manoir, has suffered several misfortunes"
84,since the departure of Clerval from Geneva. But he has already
84,"recovered his spirits, and is reported to be on the point of marrying a"
84,"lively pretty Frenchwoman, Madame Tavernier. She is a widow, and much"
84,"older than Manoir; but she is very much admired, and a favourite with"
84,everybody.
84,
84,"“I have written myself into better spirits, dear cousin; but my anxiety"
84,"returns upon me as I conclude. Write, dearest Victor,—one line—one"
84,word will be a blessing to us. Ten thousand thanks to Henry for his
84,"kindness, his affection, and his many letters; we are sincerely"
84,"grateful. Adieu! my cousin; take care of yourself; and, I entreat"
84,"you, write!"
84,
84,“Elizabeth Lavenza.
84,
84,
84,"“Geneva, March 18th, 17—.”"
84,
84,
84,
84,"“Dear, dear Elizabeth!” I exclaimed, when I had read her"
84,letter: “I will write instantly and relieve them from the anxiety
84,"they must feel.” I wrote, and this exertion greatly fatigued me; but"
84,"my convalescence had commenced, and proceeded regularly. In another"
84,fortnight I was able to leave my chamber.
84,
84,One of my first duties on my recovery was to introduce Clerval to the
84,"several professors of the university. In doing this, I underwent a"
84,"kind of rough usage, ill befitting the wounds that my mind had"
84,"sustained. Ever since the fatal night, the end of my labours, and the"
84,"beginning of my misfortunes, I had conceived a violent antipathy even"
84,to the name of natural philosophy. When I was otherwise quite restored
84,"to health, the sight of a chemical instrument would renew all the agony"
84,"of my nervous symptoms. Henry saw this, and had removed all my"
